year,state,2025,2030,2032,2035,2045,2050,has_ghg_target
2023,MN,,0.3,,,,0.8,True
2023,MO,,,,,,,False
2023,MS,,,,,,,False
2023,MT,,,,,,1.0,True
2023,NC,,0.5,,,,1.0,True
2023,ND,,,,,,,False
2023,NE,,,,,,,False
2023,NH,,,,,,,False
2023,NJ,,0.5,,,,0.8,True
2023,NM,,0.45,,,,,True
2023,NV,,0.45,,,,1.0,True
2023,NY,,0.4,,,,1.0,True
2023,OH,,,,,,,False
2023,OK,,,,,,,False
2023,OR,,,,0.45,,0.8,True
2023,PA,0.26,,,,,0.8,True
2023,RI,,,,0.45,,1.0,True
2023,SC,,,,,,,False
2023,SD,,,,,,,False
2023,TN,,,,,,,False
2023,TX,,,,,,,False
2023,UT,,,,,,,False
2023,VA,,,,,1.0,,True
2023,VT,,0.4,,,,0.8,True
2023,WA,,0.45,,,,1.0,True
2023,WI,0.26,,,,,,True
2023,WV,,,,,,,False
2023,WY,,,,,,,False
